event_id,event_date,event_type,title,source,source_url,summary,status,confidence,note
evt_20250409_daily_us_10y_yield,20250409,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250410_daily_us_10y_yield,20250410,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250411_daily_us_10y_yield,20250411,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250414_daily_us_10y_yield,20250414,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250415_daily_us_10y_yield,20250415,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250416_daily_us_10y_yield,20250416,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250417_daily_us_10y_yield,20250417,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250418_daily_us_10y_yield,20250418,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250421_daily_us_10y_yield,20250421,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250422_daily_us_10y_yield,20250422,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250423_daily_us_10y_yield,20250423,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250424_daily_us_10y_yield,20250424,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250425_daily_us_10y_yield,20250425,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250428_daily_us_10y_yield,20250428,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250429_daily_us_10y_yield,20250429,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250430_daily_us_10y_yield,20250430,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250506_daily_us_10y_yield,20250506,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250507_daily_us_10y_yield,20250507,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250508_daily_us_10y_yield,20250508,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250509_daily_us_10y_yield,20250509,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250512_daily_us_10y_yield,20250512,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250513_daily_us_10y_yield,20250513,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250514_daily_us_10y_yield,20250514,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250515_daily_us_10y_yield,20250515,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250516_daily_us_10y_yield,20250516,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250519_daily_us_10y_yield,20250519,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250520_daily_us_10y_yield,20250520,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250521_daily_us_10y_yield,20250521,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250522_daily_us_10y_yield,20250522,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250523_daily_us_10y_yield,20250523,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250526_daily_us_10y_yield,20250526,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250527_daily_us_10y_yield,20250527,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250528_daily_us_10y_yield,20250528,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250529_daily_us_10y_yield,20250529,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250530_daily_us_10y_yield,20250530,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250603_daily_us_10y_yield,20250603,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250604_daily_us_10y_yield,20250604,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250605_daily_us_10y_yield,20250605,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250606_daily_us_10y_yield,20250606,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250609_daily_us_10y_yield,20250609,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250610_daily_us_10y_yield,20250610,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250611_daily_us_10y_yield,20250611,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250612_daily_us_10y_yield,20250612,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250613_daily_us_10y_yield,20250613,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250616_daily_us_10y_yield,20250616,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250617_daily_us_10y_yield,20250617,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250618_daily_us_10y_yield,20250618,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250619_daily_us_10y_yield,20250619,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250620_daily_us_10y_yield,20250620,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250623_daily_us_10y_yield,20250623,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250624_daily_us_10y_yield,20250624,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250625_daily_us_10y_yield,20250625,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250626_daily_us_10y_yield,20250626,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250627_daily_us_10y_yield,20250627,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250630_daily_us_10y_yield,20250630,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250701_daily_us_10y_yield,20250701,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250702_daily_us_10y_yield,20250702,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250703_daily_us_10y_yield,20250703,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250704_daily_us_10y_yield,20250704,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250707_daily_us_10y_yield,20250707,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250708_daily_us_10y_yield,20250708,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250709_daily_us_10y_yield,20250709,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250710_daily_us_10y_yield,20250710,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250711_daily_us_10y_yield,20250711,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250714_daily_us_10y_yield,20250714,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250715_daily_us_10y_yield,20250715,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250716_daily_us_10y_yield,20250716,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250717_daily_us_10y_yield,20250717,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250718_daily_us_10y_yield,20250718,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250721_daily_us_10y_yield,20250721,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250722_daily_us_10y_yield,20250722,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250723_daily_us_10y_yield,20250723,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250724_daily_us_10y_yield,20250724,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250725_daily_us_10y_yield,20250725,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250728_daily_us_10y_yield,20250728,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250729_daily_us_10y_yield,20250729,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250730_daily_us_10y_yield,20250730,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
evt_20250731_daily_us_10y_yield,20250731,monetary,日频宏观因子：us_10y_yield,daily_macro_proxy,,us_10y_yield 日频代理事件，用于补充跨市场因果复盘样本。,reviewed,0.55,批量补充日频宏观代理事件; [source-quality-audit] daily_macro_proxy is unregistered and source_url is empty; downgraded to needs_review pending source registration.; [AUTO] stale daily macro/monetary event marked reviewed
